ImageName,Date,Month,Year,Day,Reef,Transect,DistanceTransect,BinNumber,NumberAlgae,NumberSand,QuadratSize,Notes,DominantVegetation
20231025_R1_T2_3.4-3.6_B13,10/25/23,10,2023,25,R1,T2,3.4-3.6,B13,5,15,20x20,,Mix
20231025_R1_T2_3.6-3.8_B14,10/25/23,10,2023,25,R1,T2,3.6-3.8,B14,8,12,20x20,,Mix
20231025_R1_T2_3.8-4_B15,10/25/23,10,2023,25,R1,T2,3.8-4,B15,9,11,20x20,,Mix
20231025_R1_T2_4-4.2_B16,10/25/23,10,2023,25,R1,T2,4-4.2,B16,5,15,20x20,,Algae
20231025_R1_T2_4.2-4.4_B17,10/25/23,10,2023,25,R1,T2,4.2-4.4,B17,5,15,20x20,,Algae
20231025_R1_T2_4.4-4.6_B18,10/25/23,10,2023,25,R1,T2,4.4-4.6,B18,8,12,20x20,,Algae
20231025_R1_T2_4.6-4.8_B19,10/25/23,10,2023,25,R1,T2,4.6-4.8,B19,8,12,20x20,,Algae
20231025_R1_T2_4.8-5_B20,10/25/23,10,2023,25,R1,T2,4.8-5,B20,4,16,20x20,,Algae
20231025_R1_T2_5-5.2_B21,10/25/23,10,2023,25,R1,T2,5-5.2,B21,3,17,20x20,,Algae
20231025_R1_T2_5.2-5.4_B22,10/25/23,10,2023,25,R1,T2,5.2-5.4,B22,4,16,20x20,,Mix
20231025_R1_T2_5.4-5.6_B23,10/25/23,10,2023,25,R1,T2,5.4-5.6,B23,8,12,20x20,,Algae
20231025_R1_T2_5.6-5.8_B24,10/25/23,10,2023,25,R1,T2,5.6-5.8,B24,9,11,20x20,,Mix
20231025_R1_T2_5.8-6_B25,10/25/23,10,2023,25,R1,T2,5.8-6,B25,8,12,20x20,,Algae
20231025_R1_T3_0.9-1.1_B1,10/25/23,10,2023,25,R1,T3,0.9-1.1,B1,1,19,20x20,,NA
20231025_R1_T3_1.1-1.3_B2,10/25/23,10,2023,25,R1,T3,1.1-1.3,B2,1,19,20x20,Seagrass dominant but mostly sand,NA
20231025_R1_T3_1.3-1.5_B3,10/25/23,10,2023,25,R1,T3,1.3-1.5,B3,5,15,20x20,,Seagrass
20231025_R1_T3_1.5-1.7_B4,10/25/23,10,2023,25,R1,T3,1.5-1.7,B4,5,15,20x20,,Seagrass
20231025_R1_T3_1.7-1.9_B5,10/25/23,10,2023,25,R1,T3,1.7-1.9,B5,7,13,20x20,,Seagrass
20231025_R1_T3_1.9-2.1_B6,10/25/23,10,2023,25,R1,T3,1.9-2.1,B6,8,12,20x20,,Algae
20231025_R1_T3_2.1-2.3_B7,10/25/23,10,2023,25,R1,T3,2.1-2.3,B7,12,8,20x20,,Algae
20231025_R1_T3_2.3-2.5_B8,10/25/23,10,2023,25,R1,T3,2.3-2.5,B8,10,10,20x20,,Algae
20231025_R1_T3_2.5-2.7_B9,10/25/23,10,2023,25,R1,T3,2.5-2.7,B9,9,11,20x20,,
20231025_R1_T3_2.7-2.9_B10,10/25/23,10,2023,25,R1,T3,2.7-2.9,B10,7,13,20x20,,Seagrass
20231025_R1_T3_2.9-3.1_B11,10/25/23,10,2023,25,R1,T3,2.9-3.1,B11,3,17,20x20,,Mix
20231025_R1_T3_3.1-3.3_B12,10/25/23,10,2023,25,R1,T3,3.1-3.3,B12,6,14,20x20,,Mix
20231025_R1_T3_3.3-3.5_B13,10/25/23,10,2023,25,R1,T3,3.3-3.5,B13,6,14,20x20,,Mix
20231025_R1_T3_3.5-3.7_B14,10/25/23,10,2023,25,R1,T3,3.5-3.7,B14,9,11,20x20,Slightly more Algae,Mix
20231025_R1_T3_3.7-3.9_B15,10/25/23,10,2023,25,R1,T3,3.7-3.9,B15,6,14,20x20,,Seagrass
20231025_R1_T3_3.9-4.1_B16,10/25/23,10,2023,25,R1,T3,3.9-4.1,B16,9,11,20x20,,Mix
20231025_R1_T3_4.1-4.3_B17,10/25/23,10,2023,25,R1,T3,4.1-4.3,B17,7,13,20x20,,Mix
20231025_R1_T3_4.3-4.5_B18,10/25/23,10,2023,25,R1,T3,4.3-4.5,B18,7,13,20x20,,Algae
20231025_R1_T3_4.5-4.7_B19,10/25/23,10,2023,25,R1,T3,4.5-4.7,B19,8,12,20x20,,Algae
20231025_R1_T3_4.7-4.9_B20,10/25/23,10,2023,25,R1,T3,4.7-4.9,B20,10,10,20x20,,Mix
20231025_R1_T3_4.9-5.1_B21,10/25/23,10,2023,25,R1,T3,4.9-5.1,B21,8,12,20x20,,Seagrass
20231025_R1_T3_5.1-5.3_B22,10/25/23,10,2023,25,R1,T3,5.1-5.3,B22,7,13,20x20,,Mix
20231025_R1_T3_5.3-5.5_B23,10/25/23,10,2023,25,R1,T3,5.3-5.5,B23,12,8,20x20,,Mix
20231025_R1_T3_5.5-5.7_B24,10/25/23,10,2023,25,R1,T3,5.5-5.7,B24,8,12,20x20,,Algae
20231025_R1_T3_5.7-5.9_B25,10/25/23,10,2023,25,R1,T3,5.7-5.9,B25,6,14,20x20,,Seagrass
20231025_R2_T1_0.8-1_B1,10/25/23,10,2023,25,R2,T1,0.8-1,B1,0,20,20x20,Sand,NA
20231025_R2_T1_1-1.2_B2,10/25/23,10,2023,25,R2,T1,1-1.2,B2,0,20,20x20,Sand,NA
20231025_R2_T1_1.2-1.4_B3,10/25/23,10,2023,25,R2,T1,1.2-1.4,B3,0,20,20x20,Sand,NA
20231025_R2_T1_1.4-1.6_B4,10/25/23,10,2023,25,R2,T1,1.4-1.6,B4,0,20,20x20,Sand,NA
20231025_R2_T1_1.6-1.8_B5,10/25/23,10,2023,25,R2,T1,1.6-1.8,B5,1,19,20x20,,Seagrass
20231025_R2_T1_1.8-2_B6,10/25/23,10,2023,25,R2,T1,1.8-2,B6,2,18,20x20,,Seagrass
20231025_R2_T1_2-2.2_B7,10/25/23,10,2023,25,R2,T1,2-2.2,B7,4,16,20x20,,Seagrass
20231025_R2_T1_2.2-2.4_B8,10/25/23,10,2023,25,R2,T1,2.2-2.4,B8,3,17,20x20,,Seagrass
20231025_R2_T1_2.4-2.6_B9,10/25/23,10,2023,25,R2,T1,2.4-2.6,B9,4,16,20x20,,Seagrass
20231025_R2_T1_2.6-2.8_B10,10/25/23,10,2023,25,R2,T1,2.6-2.8,B10,5,15,20x20,,Mix
20231025_R2_T1_2.8-3_B11,10/25/23,10,2023,25,R2,T1,2.8-3,B11,5,15,20x20,,Algae
20231025_R2_T1_3-3.2_B12,10/25/23,10,2023,25,R2,T1,3-3.2,B12,3,17,20x20,,Algae
20231025_R2_T1_3.2-3.4_B13,10/25/23,10,2023,25,R2,T1,3.2-3.4,B13,1,19,20x20,,Algae
20231025_R2_T1_3.4-3.6_B14,10/25/23,10,2023,25,R2,T1,3.4-3.6,B14,3,17,20x20,,Algae
20231025_R2_T1_3.6-3.8_B15,10/25/23,10,2023,25,R2,T1,3.6-3.8,B15,1,19,20x20,,Algae
20231025_R2_T1_3.8-4_B16,10/25/23,10,2023,25,R2,T1,3.8-4,B16,2,18,20x20,,Algae
20231025_R2_T1_4-4.2_B17,10/25/23,10,2023,25,R2,T1,4-4.2,B17,3,17,20x20,,Mix
20231025_R2_T1_4.2-4.4_B18,10/25/23,10,2023,25,R2,T1,4.2-4.4,B18,2,18,20x20,,Mix
20231025_R2_T1_4.4-4.6_B19,10/25/23,10,2023,25,R2,T1,4.4-4.6,B19,2,18,20x20,,Mix
20231025_R2_T1_4.6-4.8_B20,10/25/23,10,2023,25,R2,T1,4.6-4.8,B20,3,17,20x20,,Algae
20231025_R2_T1_4.8-5_B21,10/25/23,10,2023,25,R2,T1,4.8-5,B21,3,17,20x20,,Mix
20231025_R2_T1_5-5.2_B22,10/25/23,10,2023,25,R2,T1,5-5.2,B22,3,17,20x20,,Algae
20231025_R2_T1_5.2-5.4_B23,10/25/23,10,2023,25,R2,T1,5.2-5.4,B23,2,18,20x20,,Algae
20231025_R2_T1_5.4-5.6_B24,10/25/23,10,2023,25,R2,T1,5.4-5.6,B24,4,16,20x20,,Mix
20231025_R2_T1_5.6-5.8_B25,10/25/23,10,2023,25,R2,T1,5.6-5.8,B25,4,16,20x20,,Algae
20231025_R2_T2_1.2-1.4_B1,10/25/23,10,2023,25,R2,T2,1.2-1.4,B1,5,15,20x20,,Mix
20231025_R2_T2_1.4-1.6_B2,10/25/23,10,2023,25,R2,T2,1.4-1.6,B2,3,17,20x20,,Seagrass
20231025_R2_T2_1.6-1.8_B3,10/25/23,10,2023,25,R2,T2,1.6-1.8,B3,7,13,20x20,,Seagrass
20231025_R2_T2_1.8-2_B4,10/25/23,10,2023,25,R2,T2,1.8-2,B4,5,15,20x20,,Seagrass
20231025_R2_T2_2-2.2_B5,10/25/23,10,2023,25,R2,T2,2-2.2,B5,3,17,20x20,,Seagrass
20231025_R2_T2_2.2-2.4_B6,10/25/23,10,2023,25,R2,T2,2.2-2.4,B6,6,14,20x20,,Algae
20231025_R2_T2_2.4-2.6_B7,10/25/23,10,2023,25,R2,T2,2.4-2.6,B7,3,17,20x20,"Can't tell, not much seagrass/algae",NA
20231025_R2_T2_2.6-2.8_B8,10/25/23,10,2023,25,R2,T2,2.6-2.8,B8,3,17,20x20,,Algae
20231025_R2_T2_2.8-3_B9,10/25/23,10,2023,25,R2,T2,2.8-3,B9,2,18,20x20,,Seagrass
20231025_R2_T2_3-3.2_B10,10/25/23,10,2023,25,R2,T2,3-3.2,B10,2,18,20x20,,Seagrass
20231025_R2_T2_3.2-3.4_B11,10/25/23,10,2023,25,R2,T2,3.2-3.4,B11,3,17,20x20,"Can't tell, blurry",NA
20231025_R2_T2_3.4-3.6_B12,10/25/23,10,2023,25,R2,T2,3.4-3.6,B12,0,20,20x20,Sand,NA
20231025_R2_T2_3.6-3.8_B13,10/25/23,10,2023,25,R2,T2,3.6-3.8,B13,0,20,20x20,Sand,NA
20231025_R2_T2_3.8-4_B14,10/25/23,10,2023,25,R2,T2,3.8-4,B14,4,16,20x20,,Algae
20231025_R2_T2_4-4.2_B15,10/25/23,10,2023,25,R2,T2,4-4.2,B15,6,15,20x20,,Algae
20231025_R2_T2_4.2-4.4_B16,10/25/23,10,2023,25,R2,T2,4.2-4.4,B16,7,13,20x20,,Algae
20231025_R2_T2_4.4-4.6_B17,10/25/23,10,2023,25,R2,T2,4.4-4.6,B17,4,16,20x20,,Mix
20231025_R2_T2_4.6-4.8_B18,10/25/23,10,2023,25,R2,T2,4.6-4.8,B18,6,14,20x20,,Mix
20231025_R2_T2_4.8-5_B19,10/25/23,10,2023,25,R2,T2,4.8-5,B19,7,13,20x20,,Algae
20231025_R2_T2_5-5.2_B20,10/25/23,10,2023,25,R2,T2,5-5.2,B20,5,15,20x20,,Algae
20231025_R2_T2_5.2-5.4_B21,10/25/23,10,2023,25,R2,T2,5.2-5.4,B21,4,16,20x20,,Algae
20231025_R2_T2_5.4-5.6_B22,10/25/23,10,2023,25,R2,T2,5.4-5.6,B22,5,15,20x20,,Algae
20231025_R2_T2_5.6-5.8_B23,10/25/23,10,2023,25,R2,T2,5.6-5.8,B23,5,15,20x20,,Algae
20231025_R2_T2_5.8-6_B24,10/25/23,10,2023,25,R2,T2,5.8-6,B24,6,14,20x20,,Algae
20231025_R2_T2_6-6.2_B25,10/25/23,10,2023,25,R2,T2,6-6.2,B25,3,17,20x20,,Algae
20231025_R2_T3_0.9-1.1_B1,10/25/23,10,2023,25,R2,T3,0.9-1.1,B1,4,16,20x20,,Seagrass
20231025_R2_T3_1.1-1.3_B2,10/25/23,10,2023,25,R2,T3,1.1-1.3,B2,6,14,20x20,,Seagrass
20231025_R2_T3_1.3-1.5_B3,10/25/23,10,2023,25,R2,T3,1.3-1.5,B3,6,14,20x20,,Seagrass
20231025_R2_T3_1.5-1.7_B4,10/25/23,10,2023,25,R2,T3,1.5-1.7,B4,4,16,20x20,,Mix
20231025_R2_T3_1.7-1.9_B5,10/25/23,10,2023,25,R2,T3,1.7-1.9,B5,5,15,20x20,,Algae
20231025_R2_T3_1.9-2.1_B6,10/25/23,10,2023,25,R2,T3,1.9-2.1,B6,6,14,20x20,,Algae
20231025_R2_T3_2.1-2.3_B7,10/25/23,10,2023,25,R2,T3,2.1-2.3,B7,2,18,20x20,,Algae
20231025_R2_T3_2.3-2.5_B8,10/25/23,10,2023,25,R2,T3,2.3-2.5,B8,4,16,20x20,,Algae
20231025_R2_T3_2.5-2.7_B9,10/25/23,10,2023,25,R2,T3,2.5-2.7,B9,1,19,20x20,,Algae
20231025_R2_T3_2.7-2.9_B10,10/25/23,10,2023,25,R2,T3,2.7-2.9,B10,0,20,20x20,Mostly sand,NA
20231025_R2_T3_2.9-3.1_B11,10/25/23,10,2023,25,R2,T3,2.9-3.1,B11,1,19,20x20,,Algae
20231025_R2_T3_3.1-3.3_B12,10/25/23,10,2023,25,R2,T3,3.1-3.3,B12,5,15,20x20,,Mix
20231025_R2_T3_3.3-3.5_B13,10/25/23,10,2023,25,R2,T3,3.3-3.5,B13,8,12,20x20,,Mix
20231025_R2_T3_3.5-3.7_B14,10/25/23,10,2023,25,R2,T3,3.5-3.7,B14,4,16,20x20,,Mix
20231025_R2_T3_3.7-3.9_B15,10/25/23,10,2023,25,R2,T3,3.7-3.9,B15,5,15,20x20,,Seagrass
20231025_R2_T3_3.9-4.1_B16,10/25/23,10,2023,25,R2,T3,3.9-4.1,B16,3,17,20x20,,Seagrass
20231025_R2_T3_4.1-4.3_B17,10/25/23,10,2023,25,R2,T3,4.1-4.3,B17,6,14,20x20,,Seagrass
20231025_R2_T3_4.3-4.5_B18,10/25/23,10,2023,25,R2,T3,4.3-4.5,B18,4,16,20x20,,Seagrass
20231025_R2_T3_4.5-4.7_B19,10/25/23,10,2023,25,R2,T3,4.5-4.7,B19,2,18,20x20,,Seagrass
20231025_R2_T3_4.7-4.9_B20,10/25/23,10,2023,25,R2,T3,4.7-4.9,B20,3,17,20x20,,Seagrass
20231025_R2_T3_4.9-5.1_B21,10/25/23,10,2023,25,R2,T3,4.9-5.1,B21,4,16,20x20,,Mix
20231025_R2_T3_5.1-5.3_B22,10/25/23,10,2023,25,R2,T3,5.1-5.3,B22,8,12,20x20,,Seagrass
20231025_R2_T3_5.3-5.5_B23,10/25/23,10,2023,25,R2,T3,5.3-5.5,B23,8,12,20x20,,Algae
20231025_R2_T3_5.5-5.7_B24,10/25/23,10,2023,25,R2,T3,5.5-5.7,B24,9,11,20x20,,Algae
20231025_R2_T3_5.7-5.9_B25,10/25/23,10,2023,25,R2,T3,5.7-5.9,B25,3,17,20x20,,Seagrass
20231025_R3_T1_0.9-1.1_B1,10/25/23,10,2023,25,R3,T1,0.9-1.1,B1,3,17,20x20,,Seagrass
20231025_R3_T1_1.1-1.3_B2,10/25/23,10,2023,25,R3,T1,1.1-1.3,B2,4,16,20x20,,Seagrass
20231025_R3_T1_1.3-1.5_B3,10/25/23,10,2023,25,R3,T1,1.3-1.5,B3,2,18,20x20,,Seagrass
20231025_R3_T1_1.5-1.7_B4,10/25/23,10,2023,25,R3,T1,1.5-1.7,B4,5,15,20x20,,Seagrass
20231025_R3_T1_1.7-1.9_B5,10/25/23,10,2023,25,R3,T1,1.7-1.9,B5,0,20,20x20,"Couldn't see measuring tape, no algae/seagrass",NA
20231025_R3_T1_1.9-2.1_B6,10/25/23,10,2023,25,R3,T1,1.9-2.1,B6,0,20,20x20,Sand,NA
20231025_R3_T1_2.1-2.3_B7,10/25/23,10,2023,25,R3,T1,2.1-2.3,B7,5,15,20x20,,Seagrass
20231025_R3_T1_2.3-2.5_B8,10/25/23,10,2023,25,R3,T1,2.3-2.5,B8,5,15,20x20,,Algae
20231025_R3_T1_2.5-2.7_B9,10/25/23,10,2023,25,R3,T1,2.5-2.7,B9,4,16,20x20,,Seagrass
20231025_R3_T1_2.7-2.9_B10,10/25/23,10,2023,25,R3,T1,2.7-2.9,B10,2,18,20x20,,Seagrass
20231025_R3_T1_2.9-3.1_B11,10/25/23,10,2023,25,R3,T1,2.9-3.1,B11,6,14,20x20,,Algae
20231025_R3_T1_3.1-3.3_B12,10/25/23,10,2023,25,R3,T1,3.1-3.3,B12,0,20,20x20,"Super blurry, I think the 3.1 was cut off",NA
20231025_R3_T1_3.3-3.5_B13,10/25/23,10,2023,25,R3,T1,3.3-3.5,B13,0,20,20x20,,NA
20231025_R3_T1_3.5-3.7_B14,10/25/23,10,2023,25,R3,T1,3.5-3.7,B14,1,19,20x20,,Seagrass
20231025_R3_T1_3.7-3.9_B15,10/25/23,10,2023,25,R3,T1,3.7-3.9,B15,4,16,20x20,,Seagrass
20231025_R3_T1_3.9-4.1_B16,10/25/23,10,2023,25,R3,T1,3.9-4.1,B16,2,18,20x20,,Seagrass
20231025_R3_T1_4.1-4.3_B17,10/25/23,10,2023,25,R3,T1,4.1-4.3,B17,4,16,20x20,,Seagrass
20231025_R3_T1_4.3-4.5_B18,10/25/23,10,2023,25,R3,T1,4.3-4.5,B18,2,18,20x20,,Mix
20231025_R3_T1_4.5-4.7_B19,10/25/23,10,2023,25,R3,T1,4.5-4.7,B19,3,17,20x20,,Seagrass
20231025_R3_T1_4.7-4.9_B20,10/25/23,10,2023,25,R3,T1,4.7-4.9,B20,5,15,20x20,,Seagrass
20231025_R3_T1_4.9-5.1_B21,10/25/23,10,2023,25,R3,T1,4.9-5.1,B21,3,17,20x20,,Seagrass
20231025_R3_T1_5.1-5.3_B22,10/25/23,10,2023,25,R3,T1,5.1-5.3,B22,5,15,20x20,,Seagrass
20231025_R3_T1_5.3-5.5_B23,10/25/23,10,2023,25,R3,T1,5.3-5.5,B23,3,17,20x20,,Seagrass
20231025_R3_T1_5.5-5.7_B24,10/25/23,10,2023,25,R3,T1,5.5-5.7,B24,4,16,20x20,,Seagrass
20231025_R3_T1_5.7-5.9_B25,10/25/23,10,2023,25,R3,T1,5.7-5.9,B25,4,16,20x20,,Seagrass
20231025_R3_T2_1.1-1.3_B1,10/25/23,10,2023,25,R3,T2,1.1-1.3,B1,6,14,20x20,,Mix
20231025_R3_T2_1.3-1.5_B2,10/25/23,10,2023,25,R3,T2,1.3-1.5,B2,4,16,20x20,,Mix
20231025_R3_T2_1.5-1.7_B3,10/25/23,10,2023,25,R3,T2,1.5-1.7,B3,7,13,20x20,,Mix
20231025_R3_T2_1.7-1.9_B4,10/25/23,10,2023,25,R3,T2,1.7-1.9,B4,3,17,20x20,,Algae
20231025_R3_T2_1.9-2.1_B5,10/25/23,10,2023,25,R3,T2,1.9-2.1,B5,5,15,20x20,,Algae
20231025_R3_T2_2.1-2.3_B6,10/25/23,10,2023,25,R3,T2,2.1-2.3,B6,0,20,20x20,Sand,NA
20231025_R3_T2_2.3-2.5_B7,10/25/23,10,2023,25,R3,T2,2.3-2.5,B7,1,19,20x20,,Algae
20231025_R3_T2_2.5-2.7_B8,10/25/23,10,2023,25,R3,T2,2.5-2.7,B8,2,18,20x20,,Algae
20231025_R3_T2_2.7-2.9_B9,10/25/23,10,2023,25,R3,T2,2.7-2.9,B9,4,16,20x20,,Algae
20231025_R3_T2_2.9-3.1_B10,10/25/23,10,2023,25,R3,T2,2.9-3.1,B10,2,18,20x20,"Sand, blurry",NA
20231025_R3_T2_3.1-3.3_B11,10/25/23,10,2023,25,R3,T2,3.1-3.3,B11,1,19,20x20,,Algae
20231025_R3_T2_3.3-3.5_B12,10/25/23,10,2023,25,R3,T2,3.3-3.5,B12,4,16,20x20,,Algae
20231025_R3_T2_3.5-3.7_B13,10/25/23,10,2023,25,R3,T2,3.5-3.7,B13,2,18,20x20,,Algae
20231025_R3_T2_3.7-3.9_B14,10/25/23,10,2023,25,R3,T2,3.7-3.9,B14,4,16,20x20,,Algae
20231025_R3_T2_3.9-4.1_B15,10/25/23,10,2023,25,R3,T2,3.9-4.1,B15,3,17,20x20,,Algae
20231025_R3_T2_4.1-4.3_B16,10/25/23,10,2023,25,R3,T2,4.1-4.3,B16,0,20,20x20,Sand,NA
20231025_R3_T2_4.3-4.5_B17,10/25/23,10,2023,25,R3,T2,4.3-4.5,B17,1,19,20x20,Sand ,NA
20231025_R3_T2_4.5-4.7_B18,10/25/23,10,2023,25,R3,T2,4.5-4.7,B18,6,14,20x20,,Algae
20231025_R3_T2_4.7-4.9_B19,10/25/23,10,2023,25,R3,T2,4.7-4.9,B19,0,20,20x20,Sand,NA
20231025_R3_T2_4.9-5.1_B20,10/25/23,10,2023,25,R3,T2,4.9-5.1,B20,3,17,20x20,,Algae
20231025_R3_T2_5.1-5.3_B21,10/25/23,10,2023,25,R3,T2,5.1-5.3,B21,3,17,20x20,,Seagrass
20231025_R3_T2_5.3-5.5_B22,10/25/23,10,2023,25,R3,T2,5.3-5.5,B22,0,20,20x20,Sand,NA
20231025_R3_T2_5.5-5.7_B23,10/25/23,10,2023,25,R3,T2,5.5-5.7,B23,0,20,20x20,Sand,NA
20231025_R3_T2_5.7-5.9_B24,10/25/23,10,2023,25,R3,T2,5.7-5.9,B24,3,17,20x20,,Seagrass
20231025_R3_T2_5.9-6.1_B25,10/25/23,10,2023,25,R3,T2,5.9-6.1,B25,2,18,20x20,"Sand, measure tape not visible",Seagrass
20231025_R3_T3_1.2-1.4_B1,10/25/23,10,2023,25,R3,T3,1.2-1.4,B1,0,20,20x20,Sand,NA
20231025_R3_T3_1.4-1.6_B2,10/25/23,10,2023,25,R3,T3,1.4-1.6,B2,0,20,20x20,Sand,NA
20231025_R3_T3_1.6-1.8_B3,10/25/23,10,2023,25,R3,T3,1.6-1.8,B3,8,12,20x20,,Algae
20231025_R3_T3_1.8-2_B4,10/25/23,10,2023,25,R3,T3,1.8-2,B4,6,14,20x20,,Algae
20231025_R3_T3_2-2.2_B5,10/25/23,10,2023,25,R3,T3,2-2.2,B5,5,15,20x20,,Algae
20231025_R3_T3_2.2-2.4_B6,10/25/23,10,2023,25,R3,T3,2.2-2.4,B6,6,14,20x20,,Algae
20231025_R3_T3_2.4-2.6_B7,10/25/23,10,2023,25,R3,T3,2.4-2.6,B7,3,17,20x20,,Algae
20231025_R3_T3_2.6-2.8_B8,10/25/23,10,2023,25,R3,T3,2.6-2.8,B8,2,18,20x20,,Algae
20231025_R3_T3_2.8-3_B9,10/25/23,10,2023,25,R3,T3,2.8-3,B9,5,15,20x20,,Algae
20231025_R3_T3_3-3.2_B10,10/25/23,10,2023,25,R3,T3,3-3.2,B10,4,16,20x20,,Algae
20231025_R3_T3_3.2-3.4_B11,10/25/23,10,2023,25,R3,T3,3.2-3.4,B11,3,17,20x20,,Seagrass
20231025_R3_T3_3.4-3.6_B12,10/25/23,10,2023,25,R3,T3,3.4-3.6,B12,7,13,20x20,,Algae
20231025_R3_T3_3.6-3.8_B13,10/25/23,10,2023,25,R3,T3,3.6-3.8,B13,6,14,20x20,,Algae
20231025_R3_T3_3.8-4_B14,10/25/23,10,2023,25,R3,T3,3.8-4,B14,2,18,20x20,,Algae
20231025_R3_T3_4-4.2_B15,10/25/23,10,2023,25,R3,T3,4-4.2,B15,3,17,20x20,,Seagrass
